क्र.सं.,जिल्ला,प्रतिनिधि सभा निर्वाचन क्षेत्र,राजनीतिक दल / स्वतन्त्र,उम्मेदवारको नाम,उमेर,लिङ्ग
640,सिराहा,1,स्वतन्त्र,प्रयाग लाल यादव,53,पुरुष
641,सिराहा,1,स्वतन्त्र,नागेन्द्र कुमार यादव,36,पुरुष
642,सिराहा,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),नवीन कुमार यादव,51,पुरुष
643,सिराहा,2,नेपाली काँग्रेस,राम चन्द्र यादव,54,पुरुष
644,सिराहा,2,राष्ट्रिय प्रजातन्त्र पार्टी,श्‍याम किशो‍र साह हलुवाइ,74,पुरुष
645,सिराहा,2,नेपाल मजदुर किसान पार्टी,राज कुमार पासमान,53,पुरुष
646,सिराहा,2,जनमत पार्टी,बिनोद कुमार यादव,56,पुरुष
647,सिराहा,2,"जनता समाजवादी पार्टी, नेपाल",स‌ंजीव कुमार यादव,39,पुरुष
648,सिराहा,2,नेपालका लागि नेपाली पार्टी,राम कुमार यादव,51,पुरुष
649,सिराहा,2,बहुजन एकता पार्टी नेपाल(एकल चुनाव चिन्ह),सवुर लाल राम,52,पुरुष
650,सिराहा,2,राष्ट्रिय स्वतन्त्र पार्टी,शिव शंकर यादव,30,पुरुष
651,सिराहा,2,आम जनता पार्टी(एकल चुनाव चिन्ह),विल्टु यादव,61,पुरुष
652,सिराहा,2,नेपाली कम्युनिष्ट पार्टी,मुक्ति नारायण सिंह,50,पुरुष
653,सिराहा,2,श्रम संस्कृति पार्टी,गंगा राम ठाकुर,62,पुरुष
654,सिराहा,2,उज्यालो नेपाल पार्टी,ललित कुमार सिंह,54,पुरुष
655,सिराहा,2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),कौशल कुमार सिंह,53,पुरुष
656,सिराहा,2,स्वतन्त्र,शान्ती देवी यादव,52,महिला
657,सिराहा,2,स्वतन्त्र,उषा कुमारी यादव,34,महिला
658,सिराहा,2,स्वतन्त्र,राज कुमार चौधरी,43,पुरुष
659,सिराहा,2,स्वतन्त्र,शिव कुमार कामैत,49,पुरुष
660,सिराहा,2,स्वतन्त्र,विजय कुमार यादव,43,पुरुष
661,सिराहा,2,स्वतन्त्र,उदय कुमार मगर,38,पुरुष
662,सिराहा,2,स्वतन्त्र,जय प्रकास महतो,45,पुरुष
663,सिराहा,2,स्वतन्त्र,राम गणेश यादव,32,पुरुष
664,सिराहा,2,स्वतन्त्र,रोविन यादव,30,पुरुष
665,सिराहा,2,स्वतन्त्र,कपलेशवर यादव,47,पुरुष
666,सिराहा,2,स्वतन्त्र,राजेश्‍वर साह,57,पुरुष
667,सिराहा,2,स्वतन्त्र,रविन्द्र कुमार यादव,36,पुरुष
668,सिराहा,2,स्वतन्त्र,अनश्वर कुमार महतो,39,पुरुष
669,सिराहा,2,स्वतन्त्र,रमेश कुमार यादव,29,पुरुष
670,सिराहा,2,स्वतन्त्र,कपलेश्‍वरी देवी साह,45,महिला
671,सिराहा,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),लिलानाथ श्रेष्ठ,68,पुरुष
672,सिराहा,3,नेपाली काँग्रेस,सुभाष चन्द्र यादव,49,पुरुष
